rating,review
__label__1 ,Nu har jeg oplevet flere gange hvor jeg bestiller en varer på tilbud hvor den ikke bliver leveret fordi Zalando med vilje laver fejl i label  så postnord ikke kan levere deres pakke - så passer det med at man bliver trukket rundt i manegen i 1-2 uger inden at de skriver til dig at pakken er tabt og du vil få overført dine penge  men det sjove er så at tilbuddet på det stykke tøj jeg har bestilt er tilbuddet ophørt og du skal derfor købe varen til den fulde pris. Zalando i er ganske enkelt til grin  håber karma må ramme jer en dag!! handler ALDRIG med jer igen. Svindlere!
__label__1 ,Indtil de skifter væk fra Postnord handler jeg ikke her længere. Gang på gang er mine ordrer forsinket med flere dage selvom levering forventes på specifik dato.
__label__1 ,Har ligesom mange andre pludselig ikke mulighed for at betale på andre måder end med bankoverførsel. Har ellers handlet mange gange på Zalando  men nu mister de endnu en kunde. 
__label__1 ,Handler aldrig her igen! Sender rykker på noget der er betalt flere gange selvom man sender konto udtog!
__label__5 ,Jeg havde bestilt en del tøj fra Zalando  som jeg modtog løbende. Herunder en jakke fra ekstern partner. Denne returnerede jeg dog. Jeg fik heldigvis en postkvittering på dette. Efter knap to uger havde jeg stadig ikke hørt mere eller fået pengene refunderet. Efter aftale med kundeservice fremsendte jeg kopi af min postkvittering. Det viste sig at jakken ssv. var forsvundet under transporten. Zalando skrev  at det jo ikke var min skyld  og de naturligvis refunderede beløbet for min jakke. Super professionelt og Zalando har i hvert fald fået en endnu mere loyal kunde i mig.
__label__5 ,Postnord havde mistet min pakke  men heldigvis var Zalando hurtig til at hjælpe og løse problemet
__label__1 ,Dårligste service jeg har oplevet! Dårlig personale som på ingen måde vil hjælpe og en ledelse som heller ikke ønsker at hjælpe. Lad vær med at handle ved Zalando!
__label__1 ,Køber en vare 26/4 hvor eneste mulighed for betaling er bankoverførsel  hvilket undrer mig da jeg altid har kunnet betale med det samme med visa. Kan læse mig frem til at jeg efterfølgende skal modtage betalingsinformation fra Zalando hvilket jeg aldrig gør. Har tjekket mail dagligt også spam - jeg har intet modtaget. Nu er min ordre annulleret for jeg “ikke har betalt” min ordre. Tager kontakt til Zalando og beder om hjælp da varen stadig er på lager dog til en pris der er mere end 900kr dyrere end da jeg bestilte. Men ingen hjælp at hente da det tilsyneladende er “min” fejl. at jeg ikke har modtaget info. Det er ualmindelig dårlig service.
__label__1 ,Elendig service. Fik 3 par underbukser og havde bestilt en jakke. Service eller mangel på samme jeg får ikke jakken og skal til bøvle med sende deres underbukser tilbage. Pisse sur kvinde i røret så nu kan de rende mig  elendig biks.
__label__5 ,"Tæt på verdens bedste kundeservice. Havde et par New Balance sneakers  som er et år gamle. Den ene sko så lidt anderledes ud i ruskindet  men jeg levede lidt med det. Så mere ""flosset"" ud end den anden sko. Men der begyndte at opstå små huller ved syning  til trods for de ikke har været brugt meget. Sendte et par fotos på email  og et par timer senere var der allerede aftalt penge retur  samt forsendelse tilbage til Zalando af skoene. Virkelig dejlig  hurtig  hjælpsom og perfekt kundeservice. Ja  der var tydelig fejl på skoen  men ofte skal det altid sendes til ""vurdering"" osv.  Det her forløb så nemt  så vil til enhver tid kigge hos Zalando igen  når der skal shoppes tøj og sko."
__label__5 ,Jeg har stort set kun købt tøj  sko og jakker m.m. ved Zalando  og jeg har ALDRIG haft problemer. Tingende kommer efter 3 dage  og fejler intet overhovedet. Jeg kan klart anbefale at handle her.
__label__5 ,super service  god betjening af Simon da jeg ringede og klagede over en vare
__label__1 ,Jeg har altid handlet ved Zalando og har fået en god oplevelse  men de sidste to gange har været skrald  de sender en kjole der er gået i stykker  skulle bruge den til galla  men nu skal jeg finde en ny  det værste er at den er Gude smuk men alt for dårlig stand  det kan de kkke gøre så meget ved  det mindste de kan gære er 50% rabat idc… nu skal den sendes tilbage dårligt sted virkelig skuffede.. ikke handel der
__label__1 ,"Hvad sker der for Zalando. Mine varer var lovet leveret senest igår (bestilt 24.4.)  og de står stadig som ""venter"" uden at jeg får besked om hvorfor.Jeg har prøvet at skrive til den mail adresse man kan finde på nettet  men får retursvar ""Det er desværre ikke muligt  at sende en e-mail til denne e-mail adresse"" og så henviser de til deres FAQ.Vrikelig utilfredsstillende.0 stjerner herfra Jeg finder et andet sted at handle."
__label__5 ,Elsker Zalando. Oplever aldrig problemer hverken med fragt eller retur! Og er der endelig noget med rabat  forsvunden pakke mm. Er de altid meget behjælpelige! Køber hellere på Zalando end alle andre hjemmesider
__label__1 ,Rigtig dårlig til at kommunikere på et ordentlig sprog. Flabet og ubehagelig medarbejder fordi hun ikke kunne stave. Var hun ansat i en synlig butik var hun smidt på gaden.
__label__5 ,God butik. Alt fungerer perfekt
__label__1 ,Har fået et par Puma sneaks i fødselsdagsgave. De er købt et nummer større end jeg normalt bruger  da samtlige anmeldelser af produktet skriver at man skal gå en størrelse op. I mit tilfælde er det desværre for meget  og jeg har behov for at bytte til nummeret mindre. Da de blev købt kostede de 404 - da jeg så nogle dage efter ønsker at ombytte til nummeret større  er de sat op til 779 - Jeg ringer til kundeservice  som afviser at lade mig ombytte skoene til præcis samme model og farve  blot et nummer mindre. Ønsker jeg skoene i str 37.5 i stedet for 38  skal jeg altså nu betale Zalando 375 - mere for præcis samme sko. Det er godt nok hvad jeg kalder for elendig kundeservice 
__label__5 ,jeg har aldrig oplevet problemer med zalando og der er god kvalitet
__label__1 ,Købte en ny trenchcoat fra weekday  men da jeg modtog den var det tydeligt at jakken slet ikke var ny  den lugtede af røg  havde fedtpletter  der lå brugte mundbind i den ene lomme og en klistret Lipgloss i den anden  derudover var prismærkerne også klippet af.
__label__1 ,Utrolig ringe service. Pakken bliver ikke leveret på den lovede dato. Får to intet sigende svar fra Kundeservice  da jeg rykker for en leveringsdato. Pludselig kommer der et svar  at pakken er forsvundet hos Bring. Jeg kan nu  ifølge Kundeservice  vælge at bestille varen igen blot til en pris  som nu er ca. 200 kr. højere...Zalando har store leveringsproblemer i øjeblikket eller er det snarere store økonomiske problemer?
__label__1 ,Dårlig kundeservice!Jeg bestilte et par Nike sko  som stod til at være små i størrelsen  hvorfor zealandske anbefalede at man gik en størrelse op. Jeg bestiller derfor dem i to størrelser større end normale sko og et nr. større end normalt  når jeg bruger sneakers. De er nu ankommet og er for små. Jeg er selvfølgelig interesseret i en ombytning til et nr. større  men nu er prisen steget 150kr på samme par. Jeg kontakter derfor zalando om et Prismatch  hvilket der ikke kan høre tale om. Der er i øvrigt hvad de rolig er lidt slid mærker på skoene og et syning  som er gået på stoffet  hvilket jeg ikke nåede at få nævnt  da jeg antog det bare gik igennem med et Prismatch  og medarbejderen var hurtig til at lægge på igen for at undersøge det og vende tilbage via mail..
__label__1 ,Faktisk en okey butik.  Men deres service generelt sammen med deres alt for vilde lange leverings tider gør bare at man bliver træt.   Det går sindsygt langsomt inden de overhovedet bare har fået købt en pakke label. Det tog bla 1 dag for dem.  Venter stadig på pakken.  5 dage efter betaling
__label__4 ,Fin varer til en god pris og fantastisk hurtig levering
__label__5 ,Rigtigt godt service! 
__label__5 ,Det er altid en fornøjelse at handle her. Fantastisk oplevelse  og så har de alt hvad jeg skal bruge 
__label__1 ,Bestilte en vare hvor det tydligt fremgik både af teksten og prisen at det var en 100 stk. pakke  men Proshop fremsender 1 enkelt stk.Dette gør de også både anden og tredje gang jeg bestiller  selv om de tydligt pr. telefon har bekræftet at det er 100 stk. pakker.
__label__5 ,Jeg har nu talt med Dennis B fra Proshop.   Yderst kompetent og imødekommende medarbejder. Dennis har kørt min ordre igennem med reklamerede rabatter.God service belønner sig altid. En ordre mere blev lagt lige efter  at den første var godkendt.+++++++++++++++++++++++++++++++Det er dog det mest amatøragtige firma jeg lægen har forsøgt at handle hos.Havde bestilt en række Google produkter til Black Week. Hvor der skulle være 40% i rabat. Nå varerne blev lagt i kurven var det til fuld pris  trods lagerstatus var 15 stk. Jeg gennemførte alligevel bestillingen og henvendte mig til Proshop dagen efter. Her fik jeg at vide de godt vidste de havde problemer med deres webshop. Men de kunne desværre ikke gøren noget konstruktivt for kunden. Ud over  at jeg betale fuld pris.Jeg kunne også sende en mail med dokumentation for min handel og påstand. Hvilket der ikke er sket noget ved.Selv om planen var at bestille en del andre vare til mit projekt. Bl.a. på grund af gode priser. Men det kommer ikke til at ske efter denne behandling.Gider nemlig ikke handle med en forretning hvor kundeservice og kundepleje vægter så uendeligt lidt. Så betaler jeg heller lidt ekstra for god service.
__label__5 ,Dejlig og hurtig handel.Fandt hvad jeg skulle bruge.
__label__5 ,Har igen igen købt Philips Hue produkter hos Proshop. Og som altid er der ikke en finger at sætte på handlen eller produktet. Har købt alt mit hue hos Proshop da de er skarpest på prisen og har 99% tiden tingene på lager.
__label__5 ,Der var lang vente tid på mine vare. Men ellers var alt i orden.
__label__5 ,Perfekt - som det plejer.
__label__1 ,"Her er så en butik der er styrtdykket i service og troværdighed.Fra ende til anden.    Hvis de havde snydt mig for pengene til sidst havde det været 10/10 i skuffelser.Man skulle tro at Proshop vidste lidt om computere  og noget så simpelt som et keyboard. Endda et mini keyboard.Selvom der med store typer står ""FOR MAC AND IOS"" på æsken  så er forklaringen ordret; ""Jamen det billede du ser på vores side er jo bare et link til nogle billeder"".   Så billedet forestiller IKKE det man køber. Jeg meddelte da osse jeg var glad for det ikke var en Mercedes jeg havde købt  for at få en brugt Fiat Punto udleveret.Så de viser billede af et jeg kan bruge  og sender et jeg IKKE kan bruge.   Der er feks ikke en 'delete' knap.   På en MAC side så jeg at man nogen gange kan bruge ctrl-D som et ""forward erase tool"".Bingo !   Så kunne jeg jo bare gøre det sagde Proshop.   1. Det virkede ikke   2. Jeg havde jo købt og betalt for et keyboard MED den luxus at have en delete knap  uden at skulle huske shortcuts.Jeg skulle iøvrigt bevise min ulykke med at tage billeder  omformatere dem så størrelsen passede med deres system  og sende 2 mails da de ikke mente at kunne åbne den første.   Jeg sendte den samme igen  og den kunne de så godt åbne.   Underligt...Nu holder jeg tonen pæn. ***Tak for svaret  og jeres forsøg på at få min negative anmeldelse slettet.    Du skriver at billederne er 'vejledende' - men er det ikke relevant for dig at det er lavet til et andet styresystem  og ubrugeligt til andet ?    Vil det sige at hvis jeg køber en monitor hos dig  så skal jeg være parat til det kommer en kopimaskine ?"
__label__5 ,Jeg bestilte min vare om formiddagen - og den blev leveret samme dag om aftenen.Oven i købet til billigste markedspris.What's not to like!
__label__5 ,I forbindelse med ny PC byggeri  bestilt jeg et bundkort hos ProShop - alt gik godt  hurtig modtagelse og alt var lækkertMEN-Det skulle vise sig at bundkortet havde fejl på sig.Fik startet en RMA sag efter guide på ProShops webside. Kortet blev afleveret og der gik ca 5 dage. Kortet røg videre til ekstern serviceværksted. Herfra blev kortet ombyttet efter cirka 30 uger- desværre til et der var helt skævt - øv og dobbelt uheldNy RMA sag og ombyttet på et par dage til et der bare spiller nu. Jeg har været møguheldig  men ProShop har været imødekommende under hele forløbet. Handler fortsat trygt hos ProShop :)
__label__5 ,Betsilte kl. 11 om formiddagen havde varerne kl. 15 om eftermiddagen. helt fantastisk.
__label__5 ,Super hurtig levering  kan varmt anbefales
__label__5 ,Super god oplevelse  fra bestilling til levering. Først en info om at pakken kunne blive en dag forsinket  efterfølgende dog en besked om at der blev gjort hvad der kunne for at levere til oprindelig lovet termin  og pakken landede til tiden.. mega god oplevelse. Har handlet der før  og gør det igen  helt sikkert.
__label__5 ,God og hurtig behandling af ordre med køb af bl.a braun barberskær til ca 150 mindre end detailbutik. Bestilt ved aftenstid og leveret dagen efter til middag
__label__5 ,Ingen problemer. Hurtig levering.
__label__5 ,Varer pakket og afsendt kort tid efter checkout  bestilling indtil kl 22:00 og modtag dagen efter er bare luksus! Har handlet her mange gange  og det kan varmt anbefales!
__label__5 ,Let at finde og bestille; ankom omgående; fungerer upåklageligt.
__label__5 ,Helt perfekt. I har bare styr på det Proshop
__label__5 ,Igen en god pris og en hurtig ekspedition
__label__5 ,Enkelt og overskuelig website. Let bestilling. Vare leveret hurtigt - og problemfrit.
__label__5 ,Købt varen sent på dagen. Leveret i pakkeboksen næste dag. Super flot!
__label__5 ,Vild med dem….Har købt et par gange  priserne er yderst fineOg  tænk man kan få leveret til sin dør samme aften
__label__5 ,det er godt sted købe ting og jeg køber der igen
__label__3 ,Angivet leveringstid 1-3 dage. Der gik 8 dage.
__label__1 ,Lang leverings tid  og fik ikke den ønskede model.
__label__5 ,Var i to butikker for at finde en vare  begge uden held og MED dårlig service. Finder varen på Proshop og kunne hente den ganske kort tid efter. Venlig og hurtig service da jeg afhentede. Så kører hellere helt ud til jeres lager på Slet Møllevej  end at genbesøge de to andre butikker 
__label__2 ,Opdateret 9. Maj 2022: og jeg beklager at jeg lader min anmeldelse stå  med det svar  hvilket jeg ikke ser brugbart overhovedet  tillader jeg mig at lade den stå  især da jeg står og fortæller min dreng at de står til at komme dagen efter  jeg siger oven i købet til ham at hvis vi vælger det grafikkort på bestillingen  som koster 240 kr mere end det andet der først ville komme 6 dage senere  så får han det hele lørdag  men det gjorde han så ikke. Så derfor  er mit modsvar at de 2 stjerner bliver stående -- Vær opmærksom på  at når i bestiller en vare hos Proshop  at den estimerede dato for levering på ingen måde passer!Jeg havde netop valgt et andet grafikkort  for at få varen på den dato alle de andre varer jeg havde bestilt lå på  men af en eller anden grund har de ikke formået at sende de 3 pakker samlet  så jeg nu skal flere gange ned og hente  det er simpelthen under al kritik. Det undrer mig virkelig at man på fakturen skriver levering i dag  på ALLE produkterne men kun sender én ud af 3 pakker.Det er jeg godt nok træt af! Næste gang handler jeg sgu ikke ved proshop  medmindre der kommer en eller anden form for kompensation i det her.
__label__5 ,Som altid - god og hurtig levering.
__label__5 ,"Proshop giver de fleste ""baghjul"" i priser  udvalg og ikke mindst service."
__label__5 ,Har aldrig haft problemer med hverken tøjet  service  eller levering - Kan sagtens anbefales  køber tit derfra
__label__1 ,Handler aldrig hos Zalando mere. Jeg bestilte en ordre den 20/8 med en forventet leveringsdato mellem den 24 og 27  straks efter modtag jeg en ordrebekræftelse. Alt var fint. Da jeg den 26. ikke havde modtaget en afsendelsesbekræftelse tager jeg kontakt til deres kundeservice om formiddagen  hvor det viser sig at de har glemt min ordre. Ordren bliver først afsendt 2 dage efter  altså den 28  med ankomst indenfor 1-3 hverdage. Derudover er en af de tre trøjer jeg i alt bestilte i mellemtiden blevet udsolgt  og dermed blevet annulleret fra ordren. Det ender altså med at jeg først modtager min pakke mindst 11 dage efter den blev bestilt  med kun 66% af indholdet i den. Jeg fik tilsendt en rabatkode på 20% til mit næste køb  men den bliver nok ikke brugt.
__label__4 ,Gode tilbud og nemt at finde den rette størrelse. Vil bestemt handle her igen. Der kan dog arbejdes på den lange leveringstid.
__label__1 ,"Overpris for kjole - prisskilt sagde billigere pris. Derudover virkelig dårlige muligheder for at kontakte dem. ""Send en mail"" virker send knappen ikke."
__label__3 ,"Lang leveringstid fin service. Jeg tog kontakt til Zalandos kundeservice  da jeg opdagede  at min pakke pludselig var blevet forsinket med yderligere 3 dage. Den stod ellers til at blive leveret i dag. Jeg opdager så  idet jeg sporer pakken via pakkenummeret  at adressen står som ""ufuldstændig"". Dette er på trods af  at jeg har oplyst min fulde adresse inde på ordresiden  og det ikke er første gang  at jeg bestiller noget fra Zalando. Jeg ved ikke  hvad der er gået galt  eller hvor skylden ligger  men der er tydeligvis noget  der er glippet i kommunikationen mellem Zalando og PostNord. Til gengæld har Zalando god kundeservice  og Ib var hurtig til at undersøge sagen. Dette er dog anden ordre på under en uge  hvor leveringstiden har været alt for lang  og derfor bestiller jeg nok ikke fra Zalando igen i fremtiden."
__label__1 ,Jeg har bestilt en kjole jeg har betalt 479kr. for  da jeg modtager kjolen er der prisskilt i  hvor der står kjolen koster 399.95 kr. Jeg kontakter Zalando  da de har solgt den til overpris  de vil ikke kompensere for de 79 kr.  da jeg har taget skiltet af kjolen. Har dog gemt skiltet. Jeg fik leveret kjolen dagen før jeg skulle bruge den og tænkte derfor jeg kunne handle på sagen den efterfølgende uge. Synes det er ærgerligt  at se stor en webshop ikke leverer bedre kundeservice.
__label__5 ,Jeg modtog mine varer et par dage for tidligt og er super tilfreds med mine nye tights og sko! Fedt!
__label__5 ,Modtog det jeg skulle bruge hurtigt efter jeg bestilte
