rating,review
__label__5 ,det var nemt at bestille den ønskede vare. levering super hurtigt - og varen er præcis som forventet!!!!!
__label__5 ,god vare god køber
__label__5 ,god service varen kom hurtig så handler der igen
__label__5 ,fint. hurtigt. nydeligt.
__label__5 ,hurtig levering billig og go kvalitet
__label__5 ,så hurtig levering. fantastisk. så kan man da kun bære tilfreds
__label__5 ,deres panserglas er billigtmen tilgengæld har de nok også ligget på et fjernlager lidt for længe. det man skal bruge til montage er ikke anvendeligt da det er helt tørret ind. derudover skal men lede længe efter en lige så langsom levering.efter boksens svar sendte de pengene returhvilket gør at jeg ændrer min oplevelse fra 2 til 5 stjerner. det er kundeservice. 
__label__4 ,fin men ikke lige det jeg troede det var hihihi
__label__5 ,super servicehurtig leveringgode produkter 
__label__5 ,flot covertil en billig pengehurtig forsendelse
__label__5 ,fuld tilfreds med varerne og hurtig levering 
__label__5 ,fik hvad jeg bestiltehurtig levering
__label__5 ,lækre covers og hurtige leveringklart billigste
__label__4 ,fin oplevelse. jeg tror dog ikke jeg fik en smsom at pakken var kommet. ellers super
__label__5 ,fantastisk handel - hurtig levering og fin vare til prisen - meget tilfreds
__label__5 ,gode varer og hurtig forsendelse. bestilt varerne den ene dag og næste dag lå det i postkassen
__label__5 ,hurtig levering og produkterne lever op til forventningerne prismæssigt.
__label__5 ,syntes det super godt og varen er hurtigt fremme
__label__5 ,rigtig god ombytnings servicemeget tilfredskurt thryde
__label__5 ,super gode cover til min og mandens iphone.har købt et for 1 år siden og det er stadig fint stift ligesom det skal være. kan varmt anbefales
__label__4 ,nemt at gå ind og bestille varer og ret hurtig levering.
__label__5 ,mine bestilte vare kommer til tidener supper tilfreds.
__label__4 ,har lige modtaget 2 fine coverssmukke såvel som funktionelle til en rigtig god pris. hurtigt og nemttak for handlen
__label__5 ,let at finde rundt i. hurtig levering. tak
__label__5 ,perfekt handelog varen var ok. ikke sidste gang jeg handler her.
__label__5 ,rigtig god kundeservice og gode produkter
__label__3 ,jeg ville være mere tilfreds vis min skærm virkede efter jeg har sat skærm beskyttelse på
__label__5 ,super imødekommende priser og godt koncept!
__label__5 ,super dejlig flip cover til iphone 12 pro max
__label__5 ,hurtig og fejlfri levering af brugbart cover til iphone se.
__label__3 ,i får desværre kun 3 stjerner af mig da jeg ikke har modtaget min pakke endnu og jeg bestilte et cover til min telefon den 28/1 og nu har vi den 4/2 jeg ved godt det ikke er jeres skyd men det er et problem ved jeres pakker modtager dao men i må så tage fat i dao for det kan ikke passe det skal tage så lang tid før man får sine vare fra jer og den kommer nok heller ikke i dag jeg har haft far i dao men jeg har intet modtaget endnu så derfor desse 3 stjerner fra mig af
__label__5 ,super godt sted at handle og hurtig
__label__5 ,ovenud tilfreds!jeg har lige modtaget 2 stk mobilcoverog de er bare så fine. at der så oven i købet bliver leveret superhurtigter jo skønt. 5herfra.
__label__5 ,fint produktrimelig hurtig leveringvil absolut handle der igen
__label__5 ,billigt og god produkt købte et cover til iphone 12
__label__4 ,god oplevelse og rimelige priser
__label__5 ,stor anbefaling herfra. nemt og hurtigt.
__label__5 ,god prisgode varer
__label__1 ,dårlig infohvis jeg betaler for leveringskal jeg …… ikke hente pakken i en pakkeshop 3km fra hvor jeg bor. hvad har i gang i?????det er ikke i orden. samtidig en lang leveringstid????michael pasbom nielsenhvorfor skriver i så at det er en fejl???hvad er en fejl??????sidst jeg købte varer fik jeg det leveret til min addresse. det er ikke en lastbil der skal leveresdet er et omslag til en iphone .
__label__5 ,god service og hurtig levering
__label__5 ,super service men desværre erproduktet ikke i top. når man putter kort i kortholderen duer magnet lukningen ikke
__label__5 ,super godt 
__label__5 ,varen lever helt op til forventningvil klart bruge dem igen
__label__5 ,god service hele vejenprodukt 
__label__5 ,fantastisk være og dejligeservice. store tak.
__label__5 ,hurtig og god service. altid varer der er ok
__label__5 ,fantastiske produkterimponerende flot servicegodbedreboksen
__label__5 ,pakken kom hurtigt. dejligt.
__label__5 ,ganske godt tilfreds5 stjerner
__label__4 ,servicen er tilfredsstillende. dog syntes jeg ikkeat den bestilte rosa guld remer rosa guld. den er “bare” rosa. den passer ikke i farven til rosa guld apple watch. der er en tydelig farve forskel.
__label__5 ,hurtig ordrebehandlingtryg levering og flot cover
__label__5 ,yderst tilfreds. holder hvad de lover og meget meget hurtig levering. kan anbefales til andre.
__label__5 ,har fået en udsøgt behandling trods jeg selv har dummet mig.
__label__5 ,alt var super…hurtig lev så kunherfra
__label__5 ,super hurtig handel og med de flotteste cover til iphone som jeg har set.flot service
__label__5 ,som altidhurtig levering gode vare og fantastisk kundeservice
__label__5 ,kan anbefales. alt fungerede efter planenog produktet er rigtig fint.
__label__4 ,varen kom forholdvis okay hurtigt. men kassen så ud som om nogle har været ved og åbne den. remmen jeg bestilte til mit ur er som jeg regnede med. men troede at det var er helt beskyttelses cover jeg hade bestilt til mit ur. men det var det så ikke. det var bare et panserglas. og de blue light briller virker bare som en fang plastik briller hele vejen i gennem. men min pige på 6 kan godt li og lege med dem så der er fint nok
__label__5 ,hurtig aflevering og god service
__label__5 ,super gode produktertil billige priser. kan klart anbefaledes
__label__5 ,svare meget hurtigt og vare kommer inde for den lovede tid
__label__4 ,hjemmeside nem at bruge og hurtig leveringvil klart anbefale
__label__5 ,hurtig levering og billigt
__label__5 ,fantastisk hurtige og effektive med god vejledning.
__label__5 ,god service og hurtig levring
__label__5 ,hurtig levering. lækkert cover.
__label__4 ,fin dialog med firmaet efter leverancen - der vil jeg formodentlig godt handle igen i fremover.
__label__5 ,hurtig levering. god service
__label__5 ,super tilfredshurtig ekspedition.
__label__5 ,kun positivt at sige
__label__4 ,det var ok behandling
__label__4 ,hurtigtnemt og relativt billigt 
__label__5 ,god opleves tak for det
__label__5 ,super god service !
__label__5 ,jeg er godt tilfredsden er pæn
__label__5 ,super produkter hurtig levering godt sted at handle 
__label__4 ,startede med lidt udfordringenmen med en enkelt mail kom pakken med alt hvad jeg havde bestilt. tak for en god handel.
__label__3 ,fik det rigtige produkt efter en uge men til en ok pris.
__label__5 ,god servicegod leveringgode produkter jeg bestilte
__label__5 ,det er hurtigt og nemt at handle hos boksen til ug 
__label__5 ,hej meget tilfreds med både forsendelse og hurtige levering og jeg er godt tilfreds med produkt
__label__5 ,det var en dejlig oplevelse handler der gerne igen
__label__5 ,jeg har absolut ingenting at klage over. super service
__label__5 ,hurtig leveringog produktet absolut i orden og lige hvad jeg har ledt efterer vild med min iphone flipcover.
__label__5 ,sikker eksp. og billig.
__label__4 ,der er kun et problem det er jeres fragt fik først besked kl 19:31 i går aftes at jeg kunne hente min pakke så det var længere end 2-4 dage
__label__5 ,jeg fik det jeg bestilteog leveringen var ok.
__label__5 ,god hjemmeside og nem bestilling og hurtig levering
__label__5 ,super hurtig lev. perfekt 
__label__5 ,superfint konceptsom jeg varmt vil anbefale til andre
__label__5 ,nem og overskuelig hjemmeside. alt hvad der blev lovetblev overholdt til fulde. ikke sidste gang jeg handler der.
__label__5 ,hurtig levering bestilling svarede til beskrivelsen helt sikkert et sted jeg vil handle igen
__label__5 ,hurtig levering udmærket vare.
__label__5 ,jeg er ganske udmærket tilfreds med mit køb og levering
__label__5 ,rigtig gode og flotte produkter!kvaliteten er i topog priserne er gode!
__label__4 ,lidt langsom leveringmen tror umiddelbart varen er ok.
__label__5 ,super - hurtig service 
__label__5 ,covers af god kvalitet. hurtig levering selvom vejret har været lidt udfordrendejeg er tilfreds.
__label__5 ,de har de ting jeg skal bruge og hurtig levering :-)
__label__5 ,hurtig ekspedition og perfekt varesvarende til beskrivelsen…
__label__5 ,fik hvad jeg havde bestilt og hurtig levering
__label__5 ,hurtig levering. god kvalitet til prisen
__label__5 ,god servicerimelige priser og hurtig levering. kortere kan det ikke siges
__label__5 ,købte en motorsav herfraer virkelig glad for den!
__label__5 ,hurtig levering
__label__5 ,god kvalitet ift pris. hurtig betjening
__label__5 ,super god oplevelsehurtig leveringgodt produkt som virker 100% optimalt - kan varmt anbefales. gode priser og gode produkter
__label__5 ,virkelig godt produktog super hurtig levering
__label__5 ,super hurtig levering og rigtig god kvalitet
__label__5 ,jeg syntes det var en fremragende måde de håndterede hele leveringenog mit cover var liget som jeg forventededesværre var der en plet på mit panserglasdet skrev jeg til demog straks sendte de et nyt.jeg takker mange gange.venligstkirsten arnholtz
__label__5 ,alt var tilfredsstillende: bestillingbetaling og levering
__label__5 ,jeg fik min vare som lovet og den var helt som jeg forventede
__label__5 ,alt fungerede og jeg fik pakken meget hurtigt
__label__5 ,pålidelig og hurtig ekspedition.god dialog.kan anbefales
__label__5 ,super service og hurtig levering -klasse oplevelse
__label__5 ,har nu haft deres glas på 3-4 måneder. intet problem her frastadig intakt og beskyttet min telefon fra adskillige ridser.
__label__5 ,hej. jeg modtagede dsv en ødelagt skærmbeskytter. men kundeservice er i helt top og de sender en ny. vil helt klart anbefale til andre. vh jacob 
__label__5 ,rigtig godt panserglas.bestilte boksens nye pakke med panserglas og cover til min iphone 11 pro max og den ankom med hurtig levering. jeg fik en dejlig service. boksens kundeservice har guidet mig via facebook.
__label__5 ,jeg bestilte to panzerglas fra hjemmesidenog hele processen foregik gnidningsfrit. det kom godt beskyttet i en æske nogle uger efterog har været glad for dem lige siden. ps: det skal også siges at skærmene er i god kvalitetingen problemer der
__label__5 ,hjemmesiden er god service
__label__5 ,overraskende god hjælp og service ved returnering af den ene af flere varer jeg havde købt! varer var finehavde blot fortrudt det ene valg.
__label__5 ,super hurtig service.retter hurtig fejlhandler der gerne igen
__label__5 ,super service - hurtig levering
__label__3 ,jeg er tilfreds med det produkt som jeg har købtmen syntes det var længe undervejs. 6 dage er for lang tid. måske er det daoder har været lidt lang i spyttet
__label__3 ,ok tilfreds det andet var en fejl
__label__5 ,rigtig fin handel måske lidt sen leveringmåske pgapåske og corona.
__label__3 ,fint produktmen leveringen trak ud.
__label__5 ,overholdt alle forventninger til varen og levering
__label__5 ,super hurtig levering og efterfølgende en fantastisk service. kan helt klart anbefales
__label__5 ,hurtig levering 2 dage efter bestilling lå varen i min postkasse. det er anden gang jeg handler her. kan helt anbefale boksen.
__label__5 ,meget hurtig levering. god vare 
__label__5 ,fremragende ! super produkt lynhurtig og præcis levering. endelig et etui der passer og i en rigtig god kvalitet og billig købte to stk.
__label__5 ,super+++++++hurtig leveringvare ok
__label__5 ,nem og brugervenlig hjemmeside. har af flere omgange købt varer på boksen. billigt men stadig top kvalitet. jeg er fan.
__label__5 ,kundevenlig service.gode kvalitetsvare.hurtig ekspedition.og meget fornuftig pris.med andre ord: et firma jeg varmt kan anbefale andre at handle hos.
__label__5 ,handlen gik hurtigtnemt og smertefrit
__label__5 ,virkelig god service. jeg vil helt sikkert benytte dem igen
__label__5 ,havde bestilt forkert cover til min telefon. de var flirte til at tage det retur
__label__5 ,alt ok. tilfredsstillende.
__label__5 ,har købt: skærmbeskyttelse til iphone heavy duty cover til iphone plus pakke til apple watchcover og skærmbeskyttelse er bare super - det gælder også cover til uret. nemt at montere. desværre fungere lukkemekanisme i urremmen ikke. det er en magnet der skal holde remmen spændt på den glatte urrems overflade. men når man går med uret glider magneten lidt efter lidt så urremmen bliver løs og uret efterhånden glider ned om håndleddet. det er træls. efter reklamation sendte boksen straksførst en ny rem uden beregning og derefter hele beløbet retur da den ombyttede rem “fungerede” på samme vis. så topkarakter for service! jeg har fået svar samme dag de gange jeg har skrevet og ingen problemer overhovedet. iphone coveret er rigtigt godt og så koster det kun 69kr! vi har været mange forskellige cover igennem forskellige steder fra - men det her fungere bareer pænt og sidder godt. handler meget gerne hos boksen igen 
__label__4 ,ok hurtigt svar på forespørgelsedet bestilte svarer til min forventning jeg er tilfredshilsen mogens
__label__5 ,skønt når der ikke er mange klik fra bestilling til man har dine vare.
__label__5 ,produktet er super godt. nem at bestille og blev ret hurtigt leveret.alt i alt en god oplevelse
__label__1 ,vare lever ikke op til info.har ikke styr på hvornår vare bliver leveret
__label__5 ,hurtig betjeningmeget fine og billige produkter
__label__4 ,ok firmalidt for dyre fragt priser i forhold til mobilcovers. man skalselv søge for returnering. andre firmaer skal man bare skrive en kode så trækker de penge ved fragt. lidt at tænke over.
__label__5 ,fantastisk service! dao leveringen fuckede opså pakken var lang tid forsinketmen “boksen” leverede personligt min ordre efter jeg kontaktede dem! kan klart anbefale dem 
__label__4 ,meget fin servicehåndterede straks klage over manglende pakke fra daoder skulle levere købet fra boksen store og sørgede for ny levering. er godt tilfreds
__label__5 ,super god service og vejledning i hvilken model der ville være god for mig. og fedt at man kan få dem på prøve før køb.
__label__5 ,dejligt at kan kan prøve produktet inden man køber
__label__5 ,jeg har haft købt contour unimouse wireless til mine kollegaerdesværre sker det engang imellem at når flyttes rundt på pladserneså mangler man nogle usb-dongles. jeg skrev til supporten og straks svarede de tilbage at de ville sende mig nogledet er den fantastiske servicesamt de gode og solide produkterder gør at vi fortsætter med at købe contourdet er dejligt at der stadig findes exceptionel kundeservice.
__label__5 ,super support. hurtigt og nemt
__label__3 ,jeg fik en fin mail og vejledning til rensning af rollermouse. men det løste desværre ikke mit problem.
__label__5 ,jeg har testet rollermouse red plus og det har hjulpet på min nakke smerter. levering til test i vores virksomhed gik problemfrit.
__label__5 ,havde problemer med at mit tastatur hver morgen skulle kobles fra og til for at virke sammen med min dock. fik tilsendt en opdatering så nu virker det upåklageligt
__label__5 ,super flot kundeservice!jeg havde fået stjålet min pc med dongle til keyboard. søgning efter en ny dongle visteat den var udsolgt alle vegne. skrev til kundeservice hos contour designhvor peter kjær hansen lynhurtigt svarede tilbageat de ville sende en ny til miguden beregning!!!det er nok den flotteste kundeservicejeg nogensinde har oplevetså 6 store stjerner herfra :-)
__label__1 ,jeg sendte en mail til contour designhar intet hørt fra demfik bare en mailhvor i der stodhar du været tilfreds med vores service og det jeg bestemt ikke været.
__label__5 ,super behageligt og ergonomisk korrekt.nemt at betjene. kan klart anbefales
__label__5 ,jeg havde mistet donglen til mit contour balance keyboard. efter en e-mail havde de sendt en ny en afsted til mig uden omkostning.
__label__5 ,jeg har haft en meget positiv og god dialog med contour design. de har hjulpet med en demo af deres udstyr. det virker upåklageligt. jeg køber gerne contour design’s produkter
__label__5 ,roller mouse red plus - serviceniveau helt i toppen ! kort efter vi har købt rollermouse red plusviste den slet ikke courser / pilen på skærmen. efter en mail til supporten blev vi kontaktet hurtig og efter bare en arbejdsdag og en meget professionelle mailkorrespondanceblev da konstateretat den er ikke til at redde. vi afslutte sagen fredag middag. allerede lørdag formiddag blev leveret en ny mus. service på topniveau ! søde regitze - tak for hjælpen -
__label__5 ,lækkert produkt. hurtig levering og nem bestilling. bekvemt med mulighed for gratis prøveperiodesom gjorde det sidste for migi forhold til at komme til at anvende rollermouse.
__label__5 ,super go servicejeg skrevde svarede og jeg fik ny knap til min musbare sååå fin service5 point herfrakenneth
__label__5 ,fin servicedejlige produkter
__label__5 ,jeg havde defekte knapper på en mousetrapper. fik lynhurtigt fremsendt nyt sæt knapper med god vejledning.knapper udskiftet og alt gik fint mousetrapper virker fint igen.
__label__5 ,rollermouser mobile rm red er et superlækkert produkt i højeste kvalitet. og en fin løsning for venstrehåndede. kan stærkt anbefales.
__label__5 ,god servicehurtig hjælpny rollermouse hurtigt tilsendt.
__label__5 ,kontaktede kundeservice da den ene knap på min rollermouse red ikke længere virkede korrekt. garantien var for længst udløbetmen jeg fik uden beregning tilsendt et sæt nye knappersom jeg kunne montere. efter udskiftningen virker knappen igen.hurtig og flink kundeservice med viden om deres produkter.
__label__5 ,god forståelse og lynhurtigt action på løsning af problem med dongle - jeg forventer at mit keyboard er oppe og køre igen imorgen 
__label__5 ,rigtig god oplevelse at handle hos contour design. jeg fik tilsendt det ønskede produkt to dage efter bestillingen og varen lever fuldt ud op til mine forventninger. kan klart anbefales
__label__5 ,spørgsmål til rollermouse free3mailet til demsvar retur i løbet af kort tid - næste dagmeget glad for at de svarer og vender retur hurtigtbruger dem helt sikkert igen
__label__1 ,jeg er ikke blevet kontaktet af kundesupportså må desværre kun give én stjerne. mit problem er dog blevet løstmellemtiden.
__label__5 ,hel unik og fantastisk service
__label__5 ,altid god servicenår der er fejl på produktet!
__label__5 ,positivt at man her har mulighed for at prøve produkterne gratis.det virker upåklageliget par dage efter jeg bestilte et prøve eksemplar af en af deres gode produkterblev den leveret. super gode produkter som jeg klart kan anbefale.
__label__5 ,hurtig reagerende support med gode anvisninger ... lever fuldt ud op til den gode produkt kvalitet :-)
__label__5 ,fantastisk kundeservice og vejledningjeg er overvældet og glad. tænk at der er personale og virksomhederder giver sig tid til at lytte og prøve alle kneb af uden at give op. tak regitze du er guld værd for contour design og jeres kunder 
__label__5 ,perfekt service i forbindelse med fejlbehæftet nyt produkt. hurtigt og professionelt løst.
__label__5 ,jeg fik svar inden for den samme dag vedr vedligehold af min contourmus.
__label__5 ,havde desværre smidt min usb receiver væk til min rollermouse free3 wirelessog kunne ikke finde den på lager nogen steder. jeg skrev så til contour om de kunne fortælle mig hvor den kunne købesmen de sendte den simpelhen direkte til migog dagen efter fik jeg denuden beregning. det er sjældent man oplever så god en service.
__label__5 ,jeg har anvendt rollermouse red plus de sidste fem-seks årbåde på jobbet og privat. på min ældstevar scrollhjulet stoppet med at fungereog jeg kontaktede contour design for at tjekke om de havde et fix der ikke var beskrevet i deres ellers meget grundige produktsupport.regitze tilbød at sende mig et nyt hjul uden beregningpå trods af at garantien i dén grad var overskredet...modtog det i dag sammen med et håndskrevet kort og chokolade :-)hjulet blev skiftet helt uden problemer og min rollermouse fungerer igen perfekt.det kan simpelthen ikke gøres bedre! takker mange gange!
__label__5 ,hurtig respons og fornemt at man kan prøve produktet før man køber det. især ved ergonomiske produkter betyder dette jo enormt meget... har prøvet en rollermouse red plus og var lidt skeptisk over prisensom jeg syntes var lige lovlig høj. men er positivt overrasket over kvaliteten og designetsom er meget gennemtænktlækkert og virker fremragende.
__label__5 ,meget god og hurtig service - yderst tilfreds kundesusanne
__label__5 ,det eneste produkt jeg kender fra contour design er unimousesom jeg har på prøve for tiden. den virker til at passer mig rigtig godt og det ender nu nok med at jeg køber den.jeg har talt med 2 forskellige personer hos firmaetbegge meget hjælpsomme og gode til at forklare detder skulle forklares.
__label__5 ,god og hurtig serviceda min rollermouse stod af
__label__5 ,intet at udsætte på service og responstid. havde en garanti reparation af en rollermouse. reservedele blev fremsendt dagen eftersammen med reparations manual.
__label__5 ,super kundeservice. som ifantastisk! jeg har længe været en fan af contour designs produktersom helt sikkert har sparet mig fra musearme osvmen da jeg mistede donglen fra tastaturetfandt jeg også ud afat de har en fremragende kundeservice. jeg fik simpelthen tilsendt en nyhelt gratissom jeg fik allerede næste dag. det var godt nok imponerende.
__label__5 ,tager kontakt tirsdag ifht. defekt knap på mit tastatur og torsdag morgen modtager et nyt tastatur med posten. virkelig hurtig og effektiv behandling af vores sag.
__label__5 ,havde problemer med min mus ved udpakning.i stedet for at jeg skulle guides via tlf. og måske ikke engang få løst problemetså sendte de bare et nyt som virker upåklageligt. er yderst tilfredsmed god og hurtig service.
__label__5 ,skulle have hjælp til at finde en usb receiver til min contour musdesværre er der ikke nogen steder der sælger demmen regitze fra contour hjalp hurtigt og professionelt med at finde en anden løsningdet er sjælden jeg får så god service.de har hermed sikret sig en kunde for livet.
__label__5 ,jeg fik under rengøring revet en knap af mit nyetrådløse tastatur. det blev prompte udskiftet med et nytsom jeg modtog inden for 24 timer. fantastisk service!
__label__5 ,fin service at kunne afprøve en rollermouse i 14 dage inden køb. thumbs up!
__label__5 ,hurtig svar angående prøve af produkt (tastatur)modtog tastaturet dagen efter :)
__label__5 ,kanon god service!min dongle til min unimouse var blevet beskadiget. jeg skrev til support og samme dag var der afsendt en ny dongle til mig.og iøvrigt kan deres unimouse stærkt anbefales. selv sidder jeg ved computeren mange timer om dagen. hvor en almindelig mus giver mig ømhed og spændinger i håndledetsikre unimouse det modsatteingen ømhed eller spændinger.god investeringhvis man sidder mange timer med musearbejde.
__label__5 ,havde et spørgsmål angående parring at 2 enheder på 1 dongleog sendte en mail. jeg fik hurtigt svar med et meget brugbart svarså der gik ikke længe inden jeg var videre.
__label__3 ,har købt musensom jeg sikkert bliver glad formen pt. virker den kun begrænset til os big sur. håber alvorligt på en update snarest.
__label__5 ,vildt god service i har. tak for det!
__label__5 ,fremragende service. intet at bemærke.
__label__5 ,hurtiginformativ og meget effektiv ekspedition af min reklamationsom var inden for garantien. jeg er yderst tilfreds.
__label__5 ,fremragende service!
__label__5 ,fantastisk god service. hurtig levering
__label__5 ,virkelig god oplevelse med både produkt og kundeservice!
__label__5 ,super service. hurtig levering. kan helt klar varmt anbefale dem.
__label__5 ,absolut verdensklasse...!!!!!! udfylder on-line et skemafor at prøve udstyr af gratis i 14 dage. dagen efter modtager vi udstyret. efter endt prøvefår man en retur label. så helt uden omkostninger for os. ej heller tvang eller opringninger for at de vil sælge udstyret.og må sige at deres produkter er i topog af bedste kvalitet.kan kun varmt anbefale contour design.
__label__5 ,fantastisk service! hurtig response og løsning
__label__5 ,super service!en stødpude var faldet af på min rollermouseog jeg skrev til contour direktehvorefter kundeservice uden beregning straks sender mig et sæt nye stødpuder til at klistre på. det er virkelig god servicetak for det :-)
__label__5 ,jeg fik den support jeg havde brug fortak
__label__5 ,fantastisk service og hurtig levering. kan absolut anbefales :-)
__label__5 ,nogle funktioner på mit keyboard holdt op med at fungere. efter kort og hurtigt dialog med kundeservice tilbød de at sende et nyt uden beregning. dejligt at man ikke først skal returnere det defekte.har i forvejen deres rollermouse som også klart kan anbefales!det er helt bestemt god kundeservice og god oplevelse.
__label__5 ,super god service. fik svar inden for 24 timer. oveni købet med det linkjeg havde brugfor
__label__5 ,hurtig levering allerede dagen efter bestillingog produkterne er helt igennem gennemtænkt
__label__5 ,pga. covid blev jeg sendt hjem for at arbejde og kom desvære til at ødelægge to taster på min tastaturpå vejen hjem. jeg skrev derfor til contour for at høreom jeg kunne købe reservedele. det var ikke muligtmen de tilbød mig et nyt tastatur kvit og frit. det er da virkelig service. fra jeg skrev til dem første gang og til jeg havde tasturet gik der tre dag. jeg er imponeret
__label__5 ,rigtig god hjælp til installation i forbindelse med brug af fjernskrivebord.
__label__5 ,hurtig responslet forståelig guidning
__label__5 ,havde en ctrl tast der var defekt. ringede til countour for at forhøre mig om reservedele. det kunne jeg ikke fåmen personen ville lige slå serienummeret opfor at tjekke garantien. det var der stadigså dagen efter lå der et spritnyt tastatur til mig. tak for det.
__label__5 ,fik hurtigt rollermouse og tastatur på prøvemen gr. corona kunne jeg ikke få adgang til detda jeg arbejdede hjemmefra. jeg skrevog fik straks forlænget prøvetiden. tak
__label__5 ,der var hurtigt svar tilbage - og svaret løste problemet :-)
__label__3 ,standard support. ikke muligt at ringe op (fik at vide at supporten midlertidig var lukket. det var den så i 2 dage). sende mailsfungerer fintog der kommer ok svar med løsningsmuligheder.
__label__5 ,hurtigt svar til mit problemsom har hjulpet mig at fixe problemet
__label__5 ,var et papøre og smide min dongle vækcontour design sendte en nyekvit og frit uden brok. det er godt nok kvalitetsservice.
__label__5 ,hurtigtnemt og klar respons på mit spørgsmål.god og kvik service :)
__label__5 ,hurtig og professionel tilbagemelding ang. spørgsmål vedr.contour mus.
__label__5 ,super godvh/hoang
__label__5 ,service ud over det sædvanlige. ting virker bare ... man kontakter demog får straks aha-oplevelser. jeg har kun erfaring med en musmen alt var som det skulle være. underlig driverdog.
__label__5 ,jeg fik meget mere end jeg havde forventet. jeg fandt et trådløst tastatur i et skab uden e t usb stik. ringede til contour design og fik helt uden omkostninger monteret et nyt usb stikså jeg kan brug mit tastatur nu. så det fungere perfekt.
__label__5 ,jeg har fået en meget venlig og hjælpsom behandling af carsten ved telefonisk support hos contour design .
__label__5 ,hurtig og kompetent hjælp over telefonen - og da det ikke var nok til at løse problemetsendte de uden videre en ny. perfekt!
__label__5 ,super fin hjælp og guide over telefonen. og efterflg. rigtig god nytte af de produkterjeg fik anbefalet og sendt til prøvning
__label__5 ,jeg har handlet hos contour design og været meget glad for mit produkt - en rullemus. for nylig fik jeg lidt selvforskyldte udfordringer med rullemusen og henvendte mig for hjælp. jeg fik lynhurtigt svar og hjælp er på vej med posten. virkelig god service og super godt produkt!
__label__5 ,fuldstændig fantastisk service.jeg havde egentlig afskrevet mit ellers meget lækre keyboard (nogle taster fungerede ikke længere)bruger det hver evig eneste dag og i mange timer skrev til contour den 14/6 og i dag 16/6 er der lige dumpet et nyt keyboard ind ad døren. tusind tak til contour - jeg er glad :)
__label__5 ,så fantastisk en service! :)
__label__5 ,super service. havde en rollermouse hvor den ene knap var løs og satte sig fast. en lille mail til kundeservice og dagen efter havde jeg et sæt nye knapper og en fin instruktion i at sætte de nye knapper i. og så endda med en lille personlig hilsen. jeg er fan :)
